doc_id,text,sex,age_cohort,political_id3,college
immigrant_interviews_0868,동포이고 기술도 가지고 있으므로,Male,40-49,Conservative,Some college or more
immigrant_interviews_0869,소통이 될 것 같아서,Female,40-49,Centrist,Some college or more
immigrant_interviews_0870,ㄴ,Female,50-59,Conservative,Some college or more
immigrant_interviews_0871,같은동포라서,Female,50-59,Centrist,Some college or more
immigrant_interviews_0872,"민족성,우호국가",Male,50-59,Progressive,Some college or more
immigrant_interviews_0873,동질감과 노력하는 모습,Male,50-59,Progressive,Some college or more
immigrant_interviews_0874,민족주의,Male,50-59,Progressive,Some college or more
immigrant_interviews_0875,특별한 이유 없다,Female,40-49,Conservative,Some college or more
immigrant_interviews_0876,신뢰,Female,60+,Conservative,Some college or more
immigrant_interviews_0877,한국에서는 간호사가 조금 더 이민을 하는데 쉬울거 같아서,Female,18-29,Centrist,Some college or more
immigrant_interviews_0878,직업이 분명해서 불법체류가 될 확률이 적을거 같다,Male,30-39,Conservative,Some college or more
immigrant_interviews_0879,각국의 경제력 인식,Female,60+,Centrist,No college
immigrant_interviews_0880,한국어 능력,Male,30-39,Progressive,Some college or more
immigrant_interviews_0881,"고용주와 계약이 되었고, 한국에서 살려고 하는 의도가 확실하기 때문",Female,30-39,Progressive,Some college or more
immigrant_interviews_0882,북한 주민은 우리 동포이니까,Female,50-59,Progressive,Some college or more
immigrant_interviews_0883,동포,Female,50-59,Centrist,Some college or more
immigrant_interviews_0884,그게 좋아보여서,Female,40-49,Centrist,Some college or more
immigrant_interviews_0885,dma,Female,40-49,Conservative,Some college or more
immigrant_interviews_0886,동포니까,Male,50-59,Progressive,Some college or more
immigrant_interviews_0887,한국사회에 피해를 끼칠 우려가 적고 사회에 잘 융화되어 살 수 있을 것 같다,Male,30-39,Centrist,Some college or more
immigrant_interviews_0888,유창한 한국어 구사,Female,30-39,Progressive,Some college or more
immigrant_interviews_0889,한국에 적응할 의지가 있는지 여부,Female,50-59,Centrist,No college
immigrant_interviews_0890,직업 및 취업계획,Male,60+,Centrist,No college
immigrant_interviews_0891,국적과 희망직업이 안전한 이민자 같다,Male,30-39,Progressive,Some college or more
immigrant_interviews_0892,기술직,Male,60+,Centrist,Some college or more
immigrant_interviews_0893,더 신뢰가 가는 인물같아서,Female,30-39,Centrist,Some college or more
immigrant_interviews_0894,인간은 평등하고 어느나라에서나 살 수 있는 권리가 있기 때문에,Female,60+,Centrist,Some college or more
immigrant_interviews_0895,그냥,Male,40-49,Conservative,No college
immigrant_interviews_0896,그냥,Female,60+,Centrist,No college
immigrant_interviews_0897,위화감이 덜 느껴져서,Female,30-39,Centrist,Some college or more
immigrant_interviews_0898,ㄴㅇㄹ호,Female,60+,Centrist,Some college or more
immigrant_interviews_0899,특별한 이유없음,Male,50-59,Centrist,Some college or more
immigrant_interviews_0900,여성이며 동포임,Male,60+,Conservative,No college
immigrant_interviews_0901,무무무,Female,60+,Progressive,No college
immigrant_interviews_0902,미국 국적이라,Female,60+,Centrist,No college
immigrant_interviews_0903,이미 한국인 고용주와 계약이 되어 있어서 더 안정적으로 정착할 것 같다.,Female,60+,Centrist,No college
immigrant_interviews_0904,같은 민족으로 동조화 쉬움.,Male,50-59,Progressive,Some college or more
immigrant_interviews_0905,그걸선호해서,Female,60+,Centrist,Some college or more
immigrant_interviews_0906,국내에 필요한 인력이라고 생각한다,Female,60+,Conservative,Some college or more
immigrant_interviews_0907,신원확인의 용이함,Female,60+,Conservative,No college
immigrant_interviews_0908,국적,Female,60+,Centrist,No college
immigrant_interviews_0909,언어소통에별문제사없으메취업되어우리나라에정착하는데문제가최소할것같음,Male,50-59,Progressive,Some college or more
immigrant_interviews_0910,민족정서 고려,Female,60+,Conservative,No college
immigrant_interviews_0911,언어 소통 가능한점,Female,60+,Conservative,Some college or more
immigrant_interviews_0912,특별히 선호하는것 보다 이민을 허가하는 편임,Female,60+,Centrist,No college
immigrant_interviews_0913,북한사람만 아니면 됨 중국이나 베트남도 선호하지 않지만 북한사람은 더더욱 싫음,Female,60+,Progressive,No college
immigrant_interviews_0914,"직업종류에따라 선택하고, 나라 이미지에 선택했음",Female,60+,Centrist,No college
immigrant_interviews_0915,직업(연구과학자),Female,60+,Centrist,Some college or more
immigrant_interviews_0916,분단된 우리민족이므로,Female,60+,Centrist,Some college or more
immigrant_interviews_0917,고용주와 계약되어 있어,Male,50-59,Progressive,Some college or more
immigrant_interviews_0918,직업이 의사여서,Female,60+,Conservative,No college
immigrant_interviews_0919,한국어를 할줄아는 사람.,Female,60+,Conservative,No college
immigrant_interviews_0920,망명이고 고용계약이 완료됨,Female,60+,Conservative,Some college or more
immigrant_interviews_0921,한국 사회에 적응이 가능하고 국가에 듣이됨,Female,60+,Centrist,Some college or more
immigrant_interviews_0922,이민준비가 되어 있어서.,Female,60+,Conservative,No college
immigrant_interviews_0923,북이 싫어 망명했으며 미래사회에 적응하기 쉬운 컴퓨터프로그래머로서 정착이 쉬울것 같다,Female,60+,Conservative,Some college or more
immigrant_interviews_0924,일하면세금내니깐요,Female,30-39,Centrist,Some college or more
immigrant_interviews_0925,동포란 점이 이민자 허가의 중요한 요인입니다,Female,60+,Conservative,Some college or more
immigrant_interviews_0926,한국에 위협이 되는 대상은 제외했다 잘 적응 가능한 한국어 능통자 또는 한국어를 구사하기 위해 노력하는 자 선택,Female,60+,Centrist,Some college or more
immigrant_interviews_0927,그냥싫으니깐,Female,50-59,Conservative,No college
immigrant_interviews_0928,예맨보다 나을거같다,Female,60+,Progressive,Some college or more
immigrant_interviews_0929,마음에 들어서,Female,50-59,Progressive,Some college or more
immigrant_interviews_0930,"조금이라도 한국어 사용, 공부",Female,60+,Progressive,No college
immigrant_interviews_0931,특별히 없어요,Female,60+,Centrist,No college
immigrant_interviews_0932,우리나라 근로자의 이익을 침해하지 않는 선에서 근무할 수 있다고 생각함,Female,60+,Centrist,Some college or more
immigrant_interviews_0933,1번 후보는 북한 출신임에도 불구하고 한국말을 하지 못하는 이유가 석연치 않음,Male,50-59,Progressive,Some college or more
immigrant_interviews_0934,"취업은 자유로울 수 있으나, 망명은 신중하게 받아들여야함",Male,60+,Centrist,Some college or more
immigrant_interviews_0935,같은민족,Female,60+,Centrist,Some college or more
immigrant_interviews_0936,고학력자,Female,60+,Conservative,No college
immigrant_interviews_0937,좋아서,Female,60+,Conservative,Some college or more
immigrant_interviews_0938,학력이 좋다,Female,30-39,Progressive,No college
immigrant_interviews_0939,우리나라에 필요한사람,Female,50-59,Centrist,No college
immigrant_interviews_0940,국가의 이미지로 판단하였음,Female,60+,Centrist,No college
immigrant_interviews_0941,이민의 뜻이 확고한 것 같다,Female,60+,Progressive,Some college or more
immigrant_interviews_0942,국적차이 때문,Female,50-59,Centrist,Some college or more
immigrant_interviews_0943,망명자 우선적 배려 필요,Female,60+,Progressive,Some college or more
immigrant_interviews_0944,출신국가,Male,60+,Conservative,No college
immigrant_interviews_0945,전문직이라 신뢰가 높아서,Female,60+,Conservative,Some college or more
immigrant_interviews_0946,구직채용계약이 되어있고 동포이므로,Female,40-49,Progressive,Some college or more
immigrant_interviews_0947,북한과는 관계개선후 차후로,Female,60+,Centrist,Some college or more
immigrant_interviews_0948,별 차이는 없다,Female,60+,Centrist,No college
immigrant_interviews_0949,친근해서,Female,60+,Progressive,Some college or more
immigrant_interviews_0950,호감이가서,Female,50-59,Progressive,No college
immigrant_interviews_0951,여성이라서,Female,60+,Centrist,Some college or more
immigrant_interviews_0952,상대적으로 선택하지 않은 후보자보다 호감이 가서,Female,50-59,Centrist,Some college or more
immigrant_interviews_0953,구직활동,Female,60+,Progressive,Some college or more
immigrant_interviews_0954,정확한 사유가 필요함,Female,60+,Centrist,Some college or more
immigrant_interviews_0955,적응을 잘 할 것 같아서,Male,60+,Centrist,Some college or more
immigrant_interviews_0956,없다,Female,60+,Centrist,Some college or more
immigrant_interviews_0957,친근한 느낌이 들어서,Female,60+,Conservative,No college
immigrant_interviews_0958,모든 인종에 대해 포용하는 것이 바람직해서,Female,60+,Centrist,No college
immigrant_interviews_0959,자국에서의 적응 능력,Male,60+,Centrist,Some college or more
immigrant_interviews_0960,없음,Female,50-59,Conservative,Some college or more
immigrant_interviews_0961,기술,Female,50-59,Centrist,Some college or more
immigrant_interviews_0962,없음,Male,50-59,Conservative,Some college or more
immigrant_interviews_0963,직장이 정해졌으므로.,Male,60+,Centrist,Some college or more
immigrant_interviews_0964,취업이 완료되어,Female,60+,Conservative,No college
immigrant_interviews_0965,더 나아 보여서,Female,60+,Centrist,No college
immigrant_interviews_0966,이유없음,Female,60+,Centrist,Some college or more
immigrant_interviews_0967,사회의 일원으로 도움이 될것같다,Female,60+,Conservative,No college
immigrant_interviews_0968,같은 민족 동포라서 잘 어룰릴 것,Female,60+,Conservative,No college
immigrant_interviews_0969,착하고 성실할 것같다.,Female,60+,Centrist,Some college or more
immigrant_interviews_0970,조건이 더 좋아서,Male,50-59,Progressive,Some college or more
immigrant_interviews_0971,곧 정착할수 있을 것 같아서,Female,60+,Centrist,Some college or more
immigrant_interviews_0972,고용확정,Female,60+,Conservative,No college
immigrant_interviews_0973,비슷,Female,60+,Centrist,No college
immigrant_interviews_0974,정착이 안정적일것같다,Female,60+,Centrist,No college
immigrant_interviews_0975,선진국 사람이라,Female,60+,Centrist,Some college or more
immigrant_interviews_0976,"방금선택한 후보가 북한사람 아니었던가요? 북한사람이면, 지금 언어가 잘 통하지 않아도, 북한은 우리랑 같은민족이므로, 언어,성별등 다른 조건이 불리해도, 다른 나라사람보다 우선시되었음합니다.",Female,60+,Centrist,No college
immigrant_interviews_0977,위험하지 않을거 같아서,Female,60+,Conservative,No college
immigrant_interviews_0978,선택하고싶어서 햇습니다,Female,60+,Progressive,Some college or more
immigrant_interviews_0979,취업 완료 상태 때문에,Female,60+,Conservative,No college
immigrant_interviews_0980,실력이 더 좋다,Female,60+,Conservative,Some college or more
immigrant_interviews_0981,일본적대감 북한동포애,Female,60+,Conservative,No college
immigrant_interviews_0982,구직과 언어 모두 준비를 성실히 한것같아서,Female,30-39,Progressive,Some college or more
immigrant_interviews_0983,미국 여성이라 안전할것 같아서,Female,60+,Conservative,Some college or more
immigrant_interviews_0984,거짓없이 기록한 것 같아서,Female,60+,Conservative,No college
immigrant_interviews_0985,아시아인이라 한국인 정서가 비슷해서 문제 될게 없다.,Female,60+,Progressive,Some college or more
immigrant_interviews_0986,내국인들이 가장 힘들어하는 부분이여서입니다,Female,60+,Centrist,No college
immigrant_interviews_0987,저임금,Male,50-59,Conservative,Some college or more
immigrant_interviews_0988,동포,Female,60+,Progressive,Some college or more
immigrant_interviews_0989,그냥,Female,60+,Centrist,Some college or more
immigrant_interviews_0990,농촌일손 부족,Female,60+,Progressive,Some college or more
immigrant_interviews_0991,특별히 선호하지 않음,Female,60+,Centrist,Some college or more
immigrant_interviews_0992,이유없습,Female,60+,Progressive,No college
immigrant_interviews_0993,선택지가 좁다,Male,40-49,Centrist,Some college or more
immigrant_interviews_0994,정착에 필요한 언어 습득 및 구직 계획 등,Female,30-39,Centrist,No college
immigrant_interviews_0995,우리나라에서 살고 싶어하고 어느 정도 자격 요건도 갖추고 있으므로,Male,40-49,Centrist,Some college or more
immigrant_interviews_0996,같은 민족인 이유도 있고 중국인은 좋은 이미지가 아니어서 북한 선택,Male,40-49,Centrist,Some college or more
immigrant_interviews_0997,우리에게 도움이 될 수 있을 것 같다.,Female,40-49,Progressive,Some college or more
immigrant_interviews_0998,특별한 이유는 없음,Female,60+,Centrist,Some college or more
immigrant_interviews_0999,없네요,Female,60+,Conservative,No college
immigrant_interviews_1000,우리나라에 이득이 될 것 같아서...,Male,30-39,Centrist,Some college or more
immigrant_interviews_1001,두명은 보육교사로 오는 것에 대해서 현재 한국에서 근무하는 보육교사들의 이미지로 인해 자녀를 맡기기 어려울 것 같고 다른 한명은 농부로써 현재 농촌에 일손이 부족하여서 선호하게 되었음,Male,30-39,Centrist,Some college or more
immigrant_interviews_1002,학업적으로 높기때문에,Female,60+,Centrist,Some college or more
immigrant_interviews_1003,한국어 사용,Female,60+,Centrist,No college
immigrant_interviews_1004,신분 및 목적이 확실하며 국익에 도움이 될꺼라 판단됨,Female,60+,Conservative,Some college or more
immigrant_interviews_1005,면접까지 통과되었기 때문에,Female,60+,Progressive,Some college or more
